Tweet,polarity,subjectivity,Sentiment
RT @jensstoltenberg: #NATO ambassadors met to address yesterday’s deadly explosion in #Poland. Allies expressed strong solidarity with our…,0.116666667,0.566666667,Negative
RT @SpencerGuard: I stand by the best response to the explosion in Poland caused by Russia’s illegal war in Ukraine (executed by daily Russ…,0.166666667,0.266666667,Negative
"RT @EmmaKay67914381: @BBCBreaking I still csnnot believe the west say""it was a mistake from Ukraine? For truth sake, Poland lies west to Uk…",0,0,Negative
RT @girlinbluejeanz: Role of Turkiye in the Russia / Ukraine conflict. 3 speakers Professor Mesut Özcan ( Director Turkish Diploma Academy…,0,0,Negative
@Hrokrinn It was Polish citizens who were killed. Russia wouldn’t have needed to apologize to Ukraine for that SPECIFIC issue.,-0.1,0.0625,Positive
Glory to Ukraine and its soldiers 🇺🇦 Death to the enemies🔥 #UkraineWar #Ukraine #UkraineUnderAttack #UkraineWar… https://t.co/ulkDP4KSZA,0,0,Negative
RT @ajamubaraka: After a whole day of some of the most irresponsible reporting yet by the propagandists posing as journalists in the capita…,0.35,0.45,Negative
The plot thickens https://t.co/UQmfy2nszf https://t.co/SBQzT8U1BD,0,0,Negative
"RT @humourbiglol: 1/2
SUR L’UKRAINE, CE MONSIEUR N’Y VA PAS DU DOS DE LA CUILLÈRE…
#Ukraine #Russia #France #Poutine #Macron https://t.co/R…",0,0,Negative
"RT @KyivIndependent: ⚡️Reuters: G20 leaders’ declaration condemns Russia's war.

On the second day of the G20 summit, leaders of all member…",0,0,Negative
RT @AldoSterone111: Ron Paul : L'Ukraine a tente de nous pousser dans la troisieme guerre mondiale avec le mensonge,0,0,Negative
"@Monopoly907 @roun_sa_ville he didnt tho, the amount of grain imported into ukraine was massive compared to every o… https://t.co/4lm5hngLEc",0,1,Negative
"@Igor_from_Kyiv_ I have heard no one hold Ukraine to blame. 
I do think NATO may be hiding something. Why not let U… https://t.co/XJrkD5myST",0,0,Negative
"RT @Bundeskanzler: Der schreckliche Raketeneinschlag in #Polen muss sorgfältig untersucht werden. Es ist gut, dass sich die @NATO-Mitgliede…",0,0,Negative
@patposo23 @TheSwordOfDoom1 @SingularSwivel @TheRubberBaron @mtracey https://t.co/td8IkEbdae,0,0,Negative
"US says Russia ‘ultimately responsible’ for Poland missile incident - 
https://t.co/E4HwVEfNA4 -
Moscow is to blame… https://t.co/SURAIgtfOf",0.2,0.55,Negative
"RT @Mykola65109280: My cozy atmosphere today - after yesterday's missile shelling, there is no electricity all day.
I would like to take th…",-0.2,0.75,Positive
"RT @michaelrulli: Biden is asking for another $37 billion to be sent to Ukraine.

If he gets his wish, American taxpayers will have sent mo…",0,0,Negative
"@Maks_NAFO_FELLA That's convenient for potato czar, he can pretend to prepare to defend from the ""western enemies""… https://t.co/tfK1VRnb6L",0,0,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0,0,Negative
RT @Biz_Ukraine_Mag: Finnish PM Sanna Marin and Estonian PM Kaja Kallas have pledged ever-deeper cooperation as Finland prepares to join NA…,0,0,Negative
@timand2037 Ukraine just wants to withdraw and does not accept responsibility for its war.,0.2,0.1,Negative
RT @UAWeapons: #Ukraine: A Ukrainian CAESAR 155mm self-propelled howitzer was damaged by a Russian Lancet loitering munition in the vicinit…,0,0,Negative
@ukraine_map That's not that important . Number of radar is better.,0.45,0.75,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
Strange that people supposedly do not know which missile is involved in Poland.  Inspectors see this at first sight… https://t.co/wP6kZXsBpn,0.1,0.241666667,Negative
"RT @valllldo: мелявтан, россиянь агрессиязо эзь прядово

кода эряви лездамс Украинанень течи🔻
how to help Ukraine today🔻 https://t.co/PeVgm…",0,0,Negative
So if #Ukraine attacked Poland does NATO now need to attack Ukraine? 🤔,0,0,Negative
"Content analysis:
This article scores 64/100. The complete report can be viewed here: https://t.co/QPaUuXVz5O
(I'm… https://t.co/oTkE4wFWjz",0.1,0.4,Negative
"Missile incident was Ukrainian ‘provocation’ – Polish politician - 
https://t.co/DphWhXAVAs -
Former Lublin council… https://t.co/phPcSjzA6S",0,0,Negative
"RT @mhmck: As expected, NATO found excuses for inaction rather than retaliate against the Russian terrorist state.

A limited response woul…",-0.057142857,0.180952381,Positive
"RT @iaeaorg: During the power loss, #KhNPP's two reactors were shut down, halting electricity delivery. @rafaelmgrossi: “This was a very co…",0.022222222,0.294444444,Negative
"@Micki_50_ @n_roettgen Du nicht. Alle anderen schon.
Fakt ist, würde Russland keinen Krieg gegen die Ukraine führen… https://t.co/nKskMuQsFH",0,0,Negative
RT @MarkOgge: The war in Ukraine has raised global gas prices but is not the cause of high gas prices in Australia because we don’t import…,0.08,0.27,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
RT @JackGDekker4: Was de Ukraine!,0,0,Negative
"RT @gummibear737: Following up on this thread about what the US gains from supporting Ukraine

A few new insights

1) “This war ends when t…",0.046590909,0.226136364,Negative
"RT @GuinieZoo_Intel: #Ukraine continues to fortify &amp; militarize their border with #Belarus

UA already announced 3km of a border wall has a…",0,0,Negative
"RT @AliciaandAlicia: 🇺🇦Kiev government humiliates and officially asks Jewish communities to hold prayer for ""defenders of Ukraine"" on Octob…",0,0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @Ericdun19416783: Russian missile kills 2 people in Poland - murdering bastards

Ukraine missile kills 2 people in Poland - it was an ac…",0,0,Negative
‘Ukraine's largest telecom operator @TwiyKyivstar has resumed coverage for more than half of #Kherson city after Ru… https://t.co/P7ciufHgYM,0.166666667,0.333333333,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
@LCI La situation géographique pose la question du tir de défense de l'Ukraine c'est un cocaïne psychopathe,0,0,Negative
"RT @qunfuz2: Was eating Syrian fast food in a cafe last night and talking (in English) about Russian savagery in Ukraine, and how belatedly…",0.05,0.166666667,Negative
"RT @saintjavelin: “We have heating, no electricity, no water, no mobile or internet connection, but NO RUSSIANS! I am extremely happy becau…",0.8,1,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
"@KimDotcom I didn't need educating, but I do owe you a huge thank you, because I believe you posted this extremely… https://t.co/l5I1reujPT",0.4,0.9,Negative
"RT @harders_h: Läuft bei den Russen viral
Olaf hat soviel Hirn wie ein Spatz Fleisch an der Kniescheibe ,Idiot

🇩🇪🇷🇺🇺🇦 ""Deutschland ist es…",-0.8,0.8,Positive
"RT @KyivIndependent: ⚡️ CNN: Ukraine tells US, allies it attempted missile interception near Poland.

Ukraine informed the U.S. and its all…",0.1,0.4,Negative
@POTUS And then u gave Ukraine mad amount of billions hahaha don’t u see all that goes out the window 🪟 like a puff of smoke,-0.2125,0.7,Positive
@DeFabron Écoutez ces déclarations a chaque fois il implique tjrs bien a fond les pays de l'OTAN dans les actions menées en ukraine,0,0,Negative
"RT @DefenseBaron: JUST IN: The probability of Russia conquering Ukraine militarily is “close to zero,” says Gen. Milley, in rare Pentagon p…",0.1,0.5,Negative
"RT @saintjavelin: “We have heating, no electricity, no water, no mobile or internet connection, but NO RUSSIANS! I am extremely happy becau…",0.8,1,Negative
"RT @ianbremmer: @DavidSacks read the whole thread, david

ukraine first needed to be fully supported to get their territory back, by a stro…",0.15,0.244444444,Negative
"I hate Zelensky regime
All he  😤🤡☠🤬and those stupid fucks🤬💩🤡 💀had to do was a accept Minsk2 framework for peace plu… https://t.co/D5W5uPHb98",-0.8,0.95,Positive
"RT @nexta_tv: The White House: Russia is responsible for the incident in Poland

""Russia has unleashed a flurry of missiles on Ukraine spec…",0.1,0.275,Negative
"RT @TimothyDSnyder: ""'Thank God for America, Canada and Great Britain, and thank God for Grandfather Biden,' she said, noting the Western m…",0.4,0.375,Negative
"No need to ""Close the Skies"" over Ukraine, just need to defend @NATO countries by securing Western airspace of Ukra… https://t.co/Rrs6LcWbM8",0,0,Negative
"RT @MF2France2022: #UkraineRussiaWar 
L’""erreur"" du missile Ukrainien en Pologne questionne sur les dégâts en Ukraine occasionnés dans les…",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0,0,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0,0,Negative
"RT @ggreenwald: If we project out to a year, that would be $120 billion each year to fuel the US proxy war in Ukraine.

That's roughly 1/8…",-0.1,0.4,Positive
"@lesiavasylenko Ferme ta putain de gueule, l'Ukraine ne fait pas partie de l'OTAN. T'as rien à demander l'ukraignos",0,0,Negative
"RT @DefenceU: This is everyday life in Ukraine... and we are getting used to it. 
📷Dmytro Komarov https://t.co/x9ylGpXVFo",-0.2,0.6,Positive
RT @RepThomasMassie: We should immediately stop payments to Ukraine and begin a thorough audit of the $60 billion that Joe Biden and Congre…,0,0,Negative
RT @TeiichiAoyama: 宇当局は、露ミサイルの迎撃失敗を軍事パートナーに通知。CNNは米政府の情報源を引用しこれを報告。 これは事件のすぐ近にあったS-300で発生、砲弾が落下した場所から近い。つまり100%宇軍の自作自演をいつものように露軍に「濡れ衣を着せ」よう…,0,0,Negative
"RT @Official_NAFO: We’re approaching 70,000 fellas ALREADY. 

In just a few months this community has exploded. With so many new members, a…",0.109090909,0.263636364,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"@elonmusk @TweetsOfJee @RationalBlonde Hey Elon, we miss your battlefield analysis and geopolitical expertise! 

Wh… https://t.co/BhNgqvGuBY",0,0,Negative
"RT @echo_Europe: It’s going to get very, very cold in #Ukraine.

Our humanitarian partners are working tirelessly to deliver heaters, repla…",-0.78,1,Positive
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @KyivIndependent: ⚡️Pentagon chief: NASAMS intercept all Russian missiles in Ukraine. 

The U.S. Defense Secretary Lloyd Austin said tha…",0,0,Negative
"Who hit the missile? 😂😂
#Ukraine #Poland #Russia #NATO #WWIII https://t.co/RTFlH1KzuK",0,0,Negative
RT @StephenM: Does Senate GOP leadership have a rebuttal to the top Dem detailing plans to replace higher-paid US workers w/lower-paid ille…,0.5,0.5,Negative
RT @catoletters: Ukraine War.  Cui Bono.  Not the Ukrainian People.  Not Russia nor Russian people.  Not citizens of US.  So who is really…,0,0,Negative
"RT @lrish_Minx: @bennyjohnson Let me get this right , 

So if it was from Russia it would have been WW3 but because it was Ukraine that fir…",0.285714286,0.535714286,Negative
"#Polen #NATO #buendnisfall #Russland #Weltkrieg #Zimmermann #Ukraine #Artikel5 #Angriff ...
Führt zu Schnapatmung bei den Russland Trollen.",0,0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @UKR_Report: 🇺🇸CHIEF OF STAFF OF THE UNITED STATES:

WE CONSIDER IT VERY UNLIKELY THAT UKRAINE WILL COMPLETELY REMOVE RUSSIA FROM ITS TE…",-0.275,0.525,Positive
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
"Singing in English not for everyone... But well, We all share our Solidarity with Ukraine https://t.co/ZPlUSLuQdH",0,0,Negative
"RT @IlseVonSch: @Maks_NAFO_FELLA Milley is not a reliable source. His prediction of Kyiv falling  in 3 days aged like milk. 🤡

Pentagon is…",-0.1,0.4,Positive
"RT @irgarner: A reminder that Russia shot down a passenger jet over Ukraine in 2014, killing 298 civilians, and the West shrugged and got o…",-0.155555556,0.288888889,Positive
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
@MevCdf @herwinepinal @Jeandelafonte3 @f_philippot Poutine dont l'armée se prend une trempe en Ukraine use de la mé… https://t.co/3s7WWdkmzR,0,0,Negative
@Iran_Ukraine_ برای کمک ب تو,0,0,Negative
"1) You’re still a warmonger.

2) These are @amprog neoliberal talking points.

3) Your brand of imperialism gives c… https://t.co/yCAl45XO0Z",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @blackintheempir: Ukraine is not a NATO member and they bombed Poland,0,0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @mtracey: Zelensky and top Ukraine officials immediately asserted that Russia had launched the missile strikes against Poland, and major…",0.5,0.5,Negative
"RT @SLThank4thefish: So, Ukraine (our ally) mistakenly fires missiles into Poland (a NATO member), publicly and repeatedly confidently blam…",0.25,0.45,Negative
"@RusEmbSwe blar blar blar…

Meanwhile NAZI TERRORIST putin thinks its OK to MURDER &amp; RAPE Ukrainians

LEAVE UKRAINE… https://t.co/rrXsbQZJgK",0.5,0.5,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @Pontifex: Let us pray that the Lord might convert the hearts of those who are still directed toward war, and make the desire for peace…",0,0,Negative
RT @Flash_news_ua: ⚡️The State Security Service of Ukraine discovered lists of FSB (Russian Intelligence) agents who cooperated with the en…,0,0,Negative
Missile incident was Ukrainian ‘provocation’ – Polish politician — RT World News https://t.co/aWaElmXXI3,0,0,Negative
"RT @301arm: Ukraine supplied Azerbaijan with white phosphorus ammunition, which was used during the fighting over Artsakh in 2020

This sta…",0,0,Negative
RT @USAmbUN: Getting Ukrainian grain out to the world is one of the best ways we can address the global food insecurity crisis. This U.S. a…,0.5,0.15,Negative
"RT @TulsiGabbard: Biden Admin is giving blank check to military industrial complex &amp; corrupt bureaucrats in Ukraine, while pushing for 87k…",-0.225,0.375,Positive
"RT @KyivIndependent: ⚡️Sweden to supply Ukraine with air defense systems.

According to Sweden’s Defense Minister Pål Jonson, the upcoming…",0,0,Negative
@JackPosobiec I lost all faith in Ukraine when they said they would need a trillion dollars to keep up this war. Lm… https://t.co/n4Y5DaY25a,0,0,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0,0,Negative
@Cathy_AZ @RepGosar There’s no evidence that the crypto Ukraine was receiving in donations was then funneled back a… https://t.co/Ng5QoKa65X,0,0,Negative
"But on the other hand, Russia shot 100-something missiles at Ukraine, and it is very plausible the missiles were fr… https://t.co/Axqk37JW5u",0.2625,0.5125,Negative
RT @rakeen_mabud: Voters understood that corporate greed and the war in Ukraine were at the root of inflation says @fshakir at #EconCon Pre…,0,0,Negative
@itsEritrea Russia attacked countless missiles to Ukraine and few in Poland.,-0.1,0.3,Positive
RT @GerryWi68262112: https://t.co/B4j2FyOyOd  Who is the bigger crook  Joe Biden or his son Hunter ?? And why is Ukraine so involved ??,0,0.5,Negative
"RT @Bitboy_Crypto: Anyone else confused as to why SBF has not been arrested yet?

Let’s look at why:
 
-@GaryGensler worked for his gf’s da…",-0.4,0.7,Positive
RT @nexta_tv: The Security Service of Ukraine put the head of the Chechen Republic Ramzan Kadyrov on the wanted list. Data about this publi…,0,0,Negative
"RT @bloombeary: People, who are crying about Ukraine starting WWIII and hitting POLAND with missile, never supported Ukraine in the first p…",0.016666667,0.344444444,Negative
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
@GMACVHHH @memacvella @mikepompeo #TaxpayerMoney #Ukraine #FTX to #Congress https://t.co/XuRAt0nlJw,0,0,Negative
RT @mfa_russia: 💬 President #Putin: Those who collaborated with the Nazis out of cowardice have to cover up this betrayal of the interests…,0,0,Negative
"RT @UVieile: @YvesPDB S'il y a un cessez-le-feu, le monde va enfin se réveiller et cette hystérique sera mise en prison. Il y aura toujours…",0,0,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @TsybulskaLiubov: Russian soldiers have stolen a raccoon from Kherson zoo. The social media in Ukraine exploded. Ukrainians want the rac…,0.016666667,0.033333333,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"@Reuters Ukraine missile paid by europian and usa tax payers money ,probably Poland it self.",0,0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @RWApodcast: Three military Toyota Mega Cruisers, likely donated to Ukraine by Japan, now in Russian service. https://t.co/luziAEXPCH",-0.033333333,0.366666667,Positive
"RT @itsEritrea: When the West found out that it was Ukraine that threw missiles at Poland, they are saying it was an accident, not a planne…",0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0,0,Negative
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
"RT @MaajidNawaz: We TRIED to WARN you
و ما علينا الا البلاغ المبين

March 2022 with @Timcast:

“Azov NAZI Battalions are officially part of…",0,0,Negative
RT @jensstoltenberg: #NATO ambassadors met to address yesterday’s deadly explosion in #Poland. Allies expressed strong solidarity with our…,0.116666667,0.566666667,Negative
RT @SpencerGuard: I stand by the best response to the explosion in Poland caused by Russia’s illegal war in Ukraine (executed by daily Russ…,0.166666667,0.266666667,Negative
"RT @EmmaKay67914381: @BBCBreaking I still csnnot believe the west say""it was a mistake from Ukraine? For truth sake, Poland lies west to Uk…",0,0,Negative
RT @girlinbluejeanz: Role of Turkiye in the Russia / Ukraine conflict. 3 speakers Professor Mesut Özcan ( Director Turkish Diploma Academy…,0,0,Negative
@Hrokrinn It was Polish citizens who were killed. Russia wouldn’t have needed to apologize to Ukraine for that SPECIFIC issue.,-0.1,0.0625,Positive
Glory to Ukraine and its soldiers 🇺🇦 Death to the enemies🔥 #UkraineWar #Ukraine #UkraineUnderAttack #UkraineWar… https://t.co/ulkDP4KSZA,0,0,Negative
RT @ajamubaraka: After a whole day of some of the most irresponsible reporting yet by the propagandists posing as journalists in the capita…,0.35,0.45,Negative
The plot thickens https://t.co/UQmfy2nszf https://t.co/SBQzT8U1BD,0,0,Negative
"RT @humourbiglol: 1/2
SUR L’UKRAINE, CE MONSIEUR N’Y VA PAS DU DOS DE LA CUILLÈRE…
#Ukraine #Russia #France #Poutine #Macron https://t.co/R…",0,0,Negative
"RT @KyivIndependent: ⚡️Reuters: G20 leaders’ declaration condemns Russia's war.

On the second day of the G20 summit, leaders of all member…",0,0,Negative
RT @AldoSterone111: Ron Paul : L'Ukraine a tente de nous pousser dans la troisieme guerre mondiale avec le mensonge,0,0,Negative
"@Monopoly907 @roun_sa_ville he didnt tho, the amount of grain imported into ukraine was massive compared to every o… https://t.co/4lm5hngLEc",0,1,Negative
"@Igor_from_Kyiv_ I have heard no one hold Ukraine to blame. 
I do think NATO may be hiding something. Why not let U… https://t.co/XJrkD5myST",0,0,Negative
"RT @Bundeskanzler: Der schreckliche Raketeneinschlag in #Polen muss sorgfältig untersucht werden. Es ist gut, dass sich die @NATO-Mitgliede…",0,0,Negative
@patposo23 @TheSwordOfDoom1 @SingularSwivel @TheRubberBaron @mtracey https://t.co/td8IkEbdae,0,0,Negative
"US says Russia ‘ultimately responsible’ for Poland missile incident - 
https://t.co/E4HwVEfNA4 -
Moscow is to blame… https://t.co/SURAIgtfOf",0.2,0.55,Negative
"RT @Mykola65109280: My cozy atmosphere today - after yesterday's missile shelling, there is no electricity all day.
I would like to take th…",-0.2,0.75,Positive
"RT @michaelrulli: Biden is asking for another $37 billion to be sent to Ukraine.

If he gets his wish, American taxpayers will have sent mo…",0,0,Negative
"@Maks_NAFO_FELLA That's convenient for potato czar, he can pretend to prepare to defend from the ""western enemies""… https://t.co/tfK1VRnb6L",0,0,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0,0,Negative
RT @Biz_Ukraine_Mag: Finnish PM Sanna Marin and Estonian PM Kaja Kallas have pledged ever-deeper cooperation as Finland prepares to join NA…,0,0,Negative
@timand2037 Ukraine just wants to withdraw and does not accept responsibility for its war.,0.2,0.1,Negative
RT @UAWeapons: #Ukraine: A Ukrainian CAESAR 155mm self-propelled howitzer was damaged by a Russian Lancet loitering munition in the vicinit…,0,0,Negative
@ukraine_map That's not that important . Number of radar is better.,0.45,0.75,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
Strange that people supposedly do not know which missile is involved in Poland.  Inspectors see this at first sight… https://t.co/wP6kZXsBpn,0.1,0.241666667,Negative
"RT @valllldo: мелявтан, россиянь агрессиязо эзь прядово

кода эряви лездамс Украинанень течи🔻
how to help Ukraine today🔻 https://t.co/PeVgm…",0,0,Negative
So if #Ukraine attacked Poland does NATO now need to attack Ukraine? 🤔,0,0,Negative
"Content analysis:
This article scores 64/100. The complete report can be viewed here: https://t.co/QPaUuXVz5O
(I'm… https://t.co/oTkE4wFWjz",0.1,0.4,Negative
"Missile incident was Ukrainian ‘provocation’ – Polish politician - 
https://t.co/DphWhXAVAs -
Former Lublin council… https://t.co/phPcSjzA6S",0,0,Negative
"RT @mhmck: As expected, NATO found excuses for inaction rather than retaliate against the Russian terrorist state.

A limited response woul…",-0.057142857,0.180952381,Positive
"RT @iaeaorg: During the power loss, #KhNPP's two reactors were shut down, halting electricity delivery. @rafaelmgrossi: “This was a very co…",0.022222222,0.294444444,Negative
"@Micki_50_ @n_roettgen Du nicht. Alle anderen schon.
Fakt ist, würde Russland keinen Krieg gegen die Ukraine führen… https://t.co/nKskMuQsFH",0,0,Negative
RT @MarkOgge: The war in Ukraine has raised global gas prices but is not the cause of high gas prices in Australia because we don’t import…,0.08,0.27,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
RT @JackGDekker4: Was de Ukraine!,0,0,Negative
"RT @gummibear737: Following up on this thread about what the US gains from supporting Ukraine

A few new insights

1) “This war ends when t…",0.046590909,0.226136364,Negative
"RT @GuinieZoo_Intel: #Ukraine continues to fortify &amp; militarize their border with #Belarus

UA already announced 3km of a border wall has a…",0,0,Negative
"RT @AliciaandAlicia: 🇺🇦Kiev government humiliates and officially asks Jewish communities to hold prayer for ""defenders of Ukraine"" on Octob…",0,0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @Ericdun19416783: Russian missile kills 2 people in Poland - murdering bastards

Ukraine missile kills 2 people in Poland - it was an ac…",0,0,Negative
‘Ukraine's largest telecom operator @TwiyKyivstar has resumed coverage for more than half of #Kherson city after Ru… https://t.co/P7ciufHgYM,0.166666667,0.333333333,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
@LCI La situation géographique pose la question du tir de défense de l'Ukraine c'est un cocaïne psychopathe,0,0,Negative
"RT @qunfuz2: Was eating Syrian fast food in a cafe last night and talking (in English) about Russian savagery in Ukraine, and how belatedly…",0.05,0.166666667,Negative
"RT @saintjavelin: “We have heating, no electricity, no water, no mobile or internet connection, but NO RUSSIANS! I am extremely happy becau…",0.8,1,Negative
"RT @Reuters: Pope Francis condemned the latest wave of missile attacks on Ukraine, calling for a ceasefire to avert the risk of escalation…",0.5,0.9,Negative
RT @MoeedNj: Turkey leverages its geo-strategic location &amp; plays on all side. Govt blames US for Istanbul attacks but facilitates meetings…,0,0,Negative
"RT @pravda_eng: NATO's top priority right now is more air defence systems for Ukraine, said Alliance Secretary General Stoltenberg",0.333928571,0.508928571,Negative
"RT @accountingetc: “Putin kills people in Poland, a NATO ally. He’ll pay for that.”

Er, no, the missile was fired by Ukraine.

“Yeah, but…",0,0,Negative
"RT @KyivIndependent: ""Russian goal seems to be to entrench and defend for the next several months, and then attempt a new offensive in the…",0.034090909,0.113636364,Negative
"RT @Pontifex: Let us pray that the Lord might convert the hearts of those who are still directed toward war, and make the desire for peace…",0,0,Negative
"RT @Albert15506251: Ukraine having sent a missile on Poland, all EU countries must sanction Ukraine with force. suppress all deliveries of…",0,0,Negative
RT @EP_President: Deeply concerned at developments in #Poland tonight after reports of explosions &amp; casualties following Russia's missile s…,0,0.25,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @UkraineNewsLive: 🇺🇦💪Another trophy
#Ukraine #UkraineWar #UkraineRussiaWar #Ukrainian #Ukraina #UkrainaRussianWar #RussiaIsATerroristSta…",0,0,Negative
"RT @nexta_tv: CNN: Ukraine tells US, allies it attempted missile interception near site of Polish strike. 

Ukraine’s military has informed…",0,0.25,Negative
"RT @chocochip_real: @realTomBohn Buendnissfall müsste sich dann gegen die Ukraine richten. 

Wie wäre es keine Waffen mehr zu liefern?",0,0,Negative
"RT @TadeuszGiczan: The head of Belarus' Border Committee complained this morning about Ukraine's hostile actions: ""They have mined the bord…",-0.3,0.2,Positive
"RT @JayinKyiv: Sweden to deliver another $287M military aid package, including anti-aircraft systems to Ukraine. https://t.co/OAme5ZPHpE",-0.1,0.1,Positive
"RT @r8dr4lfe75: Russian missile = WWIII
Ukraine missile = it was an accident",0,0,Negative
@by_Ukraine 🤬🤬🤬,0,0,Negative
"RT @echo_Europe: It’s going to get very, very cold in #Ukraine.

Our humanitarian partners are working tirelessly to deliver heaters, repla…",-0.78,1,Positive
RT @BillFromIraq: So Joe gave money to Ukraine. That's Fact. Ukraine invested lots of that money in FTX. That's a Fact. The owner of FTX wa…,0,0,Negative
You have rightly said the Ukraine has become testing lab. But comedian will not understand it. https://t.co/Zw415pw6pL,0.285714286,0.535714286,Negative
